CustomerAlternateKey	FirstPurchase	First	Middle	Last	Email	Phone	Line1	Line2	City	StateProvince	Country	MaritalStatus	Gender	YearlyIncome	TotalChildren	NumberChildrenAtHome	Education	Occupation	HouseOwnerFlag	NumberCarsOwned	CommuteDistance	Region	Age
AW00019161	2007-11-02	Jeremiah	C	Hughes	jeremiah31@adventure-works.com	314-555-0193	1162 Relief Valley Ct		Colma	CA	US	S	M	70000	4	2	Bachelors	Skilled Manual	0	2	0-1 Miles	North America	55
AW00019162	2007-11-01	Peter	L	Raji	peter26@adventure-works.com	355-555-0191	8671 Appalachia Dr.		Burbank	CA	US	M	M	70000	4	2	Bachelors	Professional	1	2	2-5 Miles	North America	55
AW00019163	2007-11-25	Riley		Bailey	riley35@adventure-works.com	662-555-0171	857 San Simeon Drive		Lincoln Acres	CA	US	M	F	70000	4	2	Bachelors	Professional	1	2	0-1 Miles	North America	55
AW00019164	2007-11-18	Danielle		Morgan	danielle25@adventure-works.com	274-555-0177	9116 Sugar Valley Blv.		Imperial Beach	CA	US	S	F	70000	0	0	Bachelors	Professional	0	1	2-5 Miles	North America	50
AW00019165	2007-11-30	Miranda		Russell	miranda20@adventure-works.com	751-555-0126	4981 Katherine Drive		San Gabriel	CA	US	S	F	70000	0	0	Bachelors	Professional	0	1	2-5 Miles	North America	50
AW00019166	2008-03-16	Olivia		Jenkins	olivia52@adventure-works.com	157-555-0150	7254 Buchanan Road		San Gabriel	CA	US	S	F	70000	0	0	Bachelors	Professional	0	1	0-1 Miles	North America	49
AW00019167	2007-07-05	Caitlin	C	Morgan	caitlin19@adventure-works.com	175-555-0110	6085 Darlene Drive		Torrance	CA	US	S	F	60000	2	2	Graduate Degree	Professional	0	0	0-1 Miles	North America	49
AW00019168	2007-08-07	Nathan		Kumar	nathan25@adventure-works.com	601-555-0110	143 Louisiana Dr		Beaverton	OR	US	S	M	70000	0	0	Bachelors	Professional	0	1	2-5 Miles	North America	55
AW00019169	2007-07-29	Arianna		Bryant	arianna16@adventure-works.com	725-555-0131	4255 Willow Pass Dr		Port Orchard	WA	US	S	F	60000	3	2	Graduate Degree	Professional	0	0	0-1 Miles	North America	55
AW00019170	2007-07-20	Luis	A	Campbell	luis39@adventure-works.com	883-555-0152	359 Candlestick Dr.		Burien	WA	US	S	M	60000	3	2	Graduate Degree	Professional	0	0	0-1 Miles	North America	55
AW00019171	2007-07-15	Melanie	L	Torres	melanie29@adventure-works.com	685-555-0169	4687 York Dr		Santa Monica	CA	US	M	F	60000	3	2	Graduate Degree	Professional	1	0	0-1 Miles	North America	55
AW00019172	2006-07-05	Calvin	T	Luo	calvin6@adventure-works.com	1 (11) 500 555-0128	9774 Maywood Lane		London	ENG	GB	M	M	40000	1	1	Bachelors	Skilled Manual	1	0	0-1 Miles	Europe	44
AW00019173	2006-07-27	Kelli	J	Lal	kelli31@adventure-works.com	1 (11) 500 555-0134	3450 Rio Grande Dr.		Milton Keynes	ENG	GB	M	F	40000	1	1	Bachelors	Skilled Manual	1	0	1-2 Miles	Europe	44
AW00019174	2006-09-22	Katelyn	L	Howard	katelyn10@adventure-works.com	1 (11) 500 555-0169	10, place de Fontenoy		Roubaix	59	FR	S	F	30000	0	0	High School	Manual	0	1	2-5 Miles	Europe	44
AW00019175	2008-01-18	Wayne	E	Sharma	wayne11@adventure-works.com	1 (11) 500 555-0173	7960 South Creek Dr.		Billericay	ENG	GB	S	M	10000	0	0	Partial High School	Manual	0	2	0-1 Miles	Europe	46
AW00019176	2008-05-30	Ebony	B	Vazquez	ebony36@adventure-works.com	1 (11) 500 555-0155	Zimmerstr 311		Frankfurt	HE	DE	S	F	20000	0	0	Partial High School	Manual	1	2	1-2 Miles	Europe	46
AW00019177	2007-08-24	Donna	D	Chander	donna14@adventure-works.com	1 (11) 500 555-0172	Postfach 8 11 99		Frankfurt	BY	DE	M	F	40000	1	1	Bachelors	Skilled Manual	1	1	1-2 Miles	Europe	45
AW00019178	2007-10-22	Sarah		Miller	sarah8@adventure-works.com	1 (11) 500 555-0136	Berliner Platz 876		Erlangen	BY	DE	S	F	20000	0	0	Partial High School	Manual	0	2	0-1 Miles	Europe	46
AW00019179	2008-05-09	Gloria	V	Sanz	gloria20@adventure-works.com	1 (11) 500 555-0193	12, avenue du Port		Sèvres	92	FR	S	F	20000	0	0	Partial High School	Manual	0	2	0-1 Miles	Europe	46
AW00019180	2008-04-07	Joan		Navarro	joan16@adventure-works.com	1 (11) 500 555-0173	4, rue des Berges		Lieusaint	77	FR	S	F	20000	0	0	Partial High School	Manual	0	2	0-1 Miles	Europe	46
AW00019181	2006-09-07	Chad	L	Pal	chad14@adventure-works.com	1 (11) 500 555-0154	141, rue de la Centenaire		Tremblay-en-France	93	FR	S	M	30000	0	0	High School	Manual	0	1	1-2 Miles	Europe	46
AW00019182	2007-09-22	Lance		Dominguez	lance12@adventure-works.com	1 (11) 500 555-0135	8787, impasse Notre-Dame		Roissy en Brie	77	FR	S	M	30000	0	0	High School	Manual	0	1	2-5 Miles	Europe	46
AW00019183	2008-03-10	Edwin	D	Raje	edwin36@adventure-works.com	1 (11) 500 555-0169	86, rue Mazagran		Paris	75	FR	S	M	10000	0	0	Partial High School	Manual	1	2	1-2 Miles	Europe	47
AW00019184	2007-10-10	Emily		Hayes	emily48@adventure-works.com	1 (11) 500 555-0143	9308 Green Valley Rd.		Bury	ENG	GB	S	F	10000	0	0	Partial High School	Manual	0	2	1-2 Miles	Europe	47
AW00019185	2007-08-19	Jacqueline		Bradley	jacqueline3@adventure-works.com	1 (11) 500 555-0193	24, place Beaubernard		Roubaix	59	FR	S	F	10000	0	0	Partial High School	Manual	0	2	0-1 Miles	Europe	46
AW00019186	2006-07-24	Bob		Garcia	bob7@adventure-works.com	1 (11) 500 555-0116	1336 Terrace Road		London	ENG	GB	M	M	20000	0	0	Partial High School	Manual	0	2	0-1 Miles	Europe	47
AW00019187	2008-04-17	Karl	S	Pal	karl13@adventure-works.com	1 (11) 500 555-0188	8675 Line Court		Berkshire	ENG	GB	S	M	20000	0	0	Partial High School	Manual	1	2	1-2 Miles	Europe	47
AW00019188	2007-03-22	Dalton	A	Anderson	dalton9@adventure-works.com	1 (11) 500 555-0112	Postfach 99 92 92		Kassel	HE	DE	S	M	30000	0	0	High School	Manual	0	1	2-5 Miles	Europe	47
AW00019189	2007-11-26	Morgan		Price	morgan70@adventure-works.com	1 (11) 500 555-0160	5, rue Malar		Lille	59	FR	S	F	30000	0	0	High School	Manual	1	1	2-5 Miles	Europe	47
AW00019190	2008-03-10	Carl	L	Shen	carl2@adventure-works.com	1 (11) 500 555-0196	8966 Keywood Ct		York	ENG	GB	S	M	30000	0	0	High School	Manual	1	1	2-5 Miles	Europe	47
AW00019191	2007-12-10	Keith		Chande	keith18@adventure-works.com	1 (11) 500 555-0131	Räuscherweg 292		Kiel	SL	DE	S	M	30000	0	0	High School	Manual	0	1	2-5 Miles	Europe	47
AW00019192	2006-08-26	Erika	J	Ruiz	erika1@adventure-works.com	1 (11) 500 555-0168	3582 Schenone Court		London	ENG	GB	S	F	40000	2	2	Partial College	Clerical	1	0	1-2 Miles	Europe	48
AW00019193	2006-08-21	Omar	S	Lal	omar28@adventure-works.com	1 (11) 500 555-0112	9738 Hamilton Drive		Gateshead	ENG	GB	S	M	40000	2	2	Partial College	Clerical	1	0	1-2 Miles	Europe	47
AW00019194	2006-09-19	Cesar	L	Garcia	cesar14@adventure-works.com	1 (11) 500 555-0119	444, chaussée de Tournai		Paris	75	FR	S	M	40000	2	2	Partial College	Clerical	1	0	1-2 Miles	Europe	48
AW00019195	2006-08-18	Darren	A	Romero	darren31@adventure-works.com	1 (11) 500 555-0150	5038 Kenwal Rd		Birmingham	ENG	GB	S	M	40000	2	2	Partial College	Clerical	1	0	1-2 Miles	Europe	48
AW00019196	2007-03-19	April		She	april0@adventure-works.com	1 (11) 500 555-0163	Krönerweg 7677		Neunkirchen	SL	DE	S	F	40000	2	2	Partial College	Clerical	1	1	1-2 Miles	Europe	48
AW00019197	2007-04-16	Briana	M	Sandoval	briana17@adventure-works.com	1 (11) 500 555-0127	Räuscherweg 292		Frankfurt am Main	SL	DE	S	F	40000	2	2	Partial College	Clerical	1	2	0-1 Miles	Europe	47
AW00019198	2007-07-20	Melissa		Brooks	melissa24@adventure-works.com	442-555-0165	7334 Rockford Dr		Santa Cruz	CA	US	S	F	40000	3	3	Partial College	Clerical	1	0	1-2 Miles	North America	43
AW00019199	2007-07-28	David		Williams	david75@adventure-works.com	999-555-0133	4138 Pine Creek Way		Spring Valley	CA	US	S	M	40000	3	3	Partial College	Clerical	1	0	1-2 Miles	North America	43
AW00019200	2008-05-08	Luke		Henderson	luke23@adventure-works.com	198-555-0132	2536 El Capitan Lane		Langford	BC	CA	M	M	60000	0	0	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	52
AW00019201	2007-07-31	Charles	B	Brooks	charles48@adventure-works.com	164-555-0197	9526 Ridgeview Dr.		Corvallis	OR	US	M	M	60000	0	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	52
AW00019202	2007-07-19	Brianna	R	Lee	brianna21@adventure-works.com	147-555-0117	2296 Mota Dr.		Marysville	WA	US	M	F	60000	0	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	52
AW00019203	2008-03-21	Darren	E	Navarro	darren32@adventure-works.com	902-555-0168	3798 Vine Hill Way		Beverly Hills	CA	US	S	M	20000	2	0	High School	Manual	1	2	1-2 Miles	North America	65
AW00019204	2008-04-17	Sydney		Evans	sydney44@adventure-works.com	422-555-0117	1028 Green View Court		Oregon City	OR	US	S	F	20000	2	0	High School	Manual	1	2	1-2 Miles	North America	65
AW00019205	2008-06-16	James		Perry	james23@adventure-works.com	706-555-0117	5662 Lane Way		Vancouver	BC	CA	M	M	20000	2	0	High School	Manual	0	2	1-2 Miles	North America	65
AW00019206	2008-04-11	Destiny	T	Cooper	destiny34@adventure-works.com	114-555-0118	1371 Rogers Ave		Imperial Beach	CA	US	M	F	20000	2	0	High School	Manual	0	2	0-1 Miles	North America	65
AW00019207	2007-11-18	Jeremiah	F	Turner	jeremiah21@adventure-works.com	992-555-0116	5615 Rock Oak Road		Metchosin	BC	CA	M	M	20000	2	0	Partial High School	Manual	0	2	1-2 Miles	North America	64
AW00019208	2008-01-10	Angelica		Diaz	angelica21@adventure-works.com	133-555-0128	9399 Ferndale Lane		Sedro Woolley	WA	US	M	F	30000	1	0	High School	Clerical	1	1	5-10 Miles	North America	64
AW00019209	2008-04-26	Alexandra		Nelson	alexandra51@adventure-works.com	415-555-0174	3132 Jacqueline Drive		Sedro Woolley	WA	US	M	F	30000	1	0	High School	Clerical	1	1	1-2 Miles	North America	64
AW00019210	2008-06-19	Alexis	E	Price	alexis22@adventure-works.com	808-555-0189	3549 Peachwillow St.		Downey	CA	US	M	F	30000	1	0	High School	Clerical	1	1	10+ Miles	North America	64
AW00019211	2007-07-28	Anna		Lee	anna60@adventure-works.com	144-555-0170	6650 Contuti Avenue		Lakewood	CA	US	M	F	40000	1	0	Partial College	Clerical	1	1	0-1 Miles	North America	64
AW00019212	2007-07-16	Brianna	R	Clark	brianna18@adventure-works.com	498-555-0142	236 Willow Lake Rd.		Lebanon	OR	US	M	F	40000	1	0	Partial College	Clerical	1	1	0-1 Miles	North America	63
AW00019213	2007-07-23	Amanda	M	Simmons	amanda36@adventure-works.com	501-555-0194	9324 Bohon Circle		Burlingame	CA	US	M	F	40000	1	0	Partial College	Clerical	1	1	0-1 Miles	North America	63
AW00019214	2007-09-09	Cassidy		Powell	cassidy9@adventure-works.com	114-555-0177	2816 Colton Ln		Lincoln Acres	CA	US	S	F	30000	2	0	High School	Skilled Manual	1	2	1-2 Miles	North America	62
AW00019215	2008-04-28	Edward		Hall	edward46@adventure-works.com	118-555-0179	4576 Almond Street		Seattle	WA	US	S	M	30000	2	0	High School	Skilled Manual	1	2	1-2 Miles	North America	62
AW00019216	2007-10-31	Gabriel		Lopez	gabriel51@adventure-works.com	727-555-0133	9469 Mt. Hood Circle		Bellflower	CA	US	S	M	30000	2	0	High School	Skilled Manual	1	2	1-2 Miles	North America	62
AW00019217	2007-08-28	Jose		Nelson	jose45@adventure-works.com	733-555-0123	8364 St. Paul Circle		Oak Bay	BC	CA	M	M	30000	2	0	High School	Skilled Manual	1	2	1-2 Miles	North America	62
AW00019218	2007-09-12	Nathaniel	V	Brooks	nathaniel2@adventure-works.com	934-555-0180	2131 Covington Court		Chula Vista	CA	US	M	M	40000	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	62
AW00019219	2007-10-24	Mary		Peterson	mary13@adventure-works.com	685-555-0115	4006 Jane Ct		Burien	WA	US	M	F	40000	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	61
AW00019220	2007-08-29	Mariah	R	Sanchez	mariah44@adventure-works.com	492-555-0152	4851 Heights Ave.		Cliffside	BC	CA	M	F	30000	2	0	High School	Skilled Manual	0	2	0-1 Miles	North America	61
AW00019221	2008-05-21	Kaitlyn	A	Williams	kaitlyn25@adventure-works.com	826-555-0143	5964 Sepulveda Ct.		Novato	CA	US	M	F	30000	2	0	High School	Skilled Manual	1	2	1-2 Miles	North America	61
AW00019222	2008-06-14	Jordan	E	Hall	jordan75@adventure-works.com	137-555-0144	6228 Geary Court		Yakima	WA	US	M	M	30000	2	0	High School	Skilled Manual	1	2	1-2 Miles	North America	61
AW00019223	2007-09-19	Jacqueline	A	Cook	jacqueline46@adventure-works.com	339-555-0199	8862 Dale Pl.		Port Hammond	BC	CA	M	F	30000	2	0	High School	Skilled Manual	1	2	1-2 Miles	North America	60
AW00019224	2007-11-24	Stephanie	L	Henderson	stephanie32@adventure-works.com	607-555-0187	9105 Santa Fe		Sooke	BC	CA	M	F	30000	2	0	High School	Skilled Manual	1	2	1-2 Miles	North America	61
AW00019225	2007-07-04	Jeremy	A	Watson	jeremy32@adventure-works.com	780-555-0110	6322 Springwood Way		La Jolla	CA	US	M	M	40000	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	61
AW00019226	2008-07-26	Neil	M	Carlson	neil17@adventure-works.com	296-555-0176	4496 Stroer Lane		Berkeley	CA	US	M	M	40000	2	0	Partial College	Clerical	1	1	0-1 Miles	North America	60
AW00019227	2007-09-14	Logan	F	Nelson	logan35@adventure-works.com	326-555-0152	1355 Palm Avenue		Beaverton	OR	US	M	M	40000	2	0	Partial College	Clerical	1	1	1-2 Miles	North America	60
AW00019228	2008-03-23	Morgan	P	Ramirez	morgan64@adventure-works.com	793-555-0190	4077 Chinquapin Ct		Burien	WA	US	M	F	40000	2	0	Partial College	Clerical	1	1	0-1 Miles	North America	60
AW00019229	2008-04-29	David	C	Robinson	david81@adventure-works.com	835-555-0146	4605 Shenandoah Dr.		Lemon Grove	CA	US	S	M	80000	5	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	60
AW00019230	2008-06-23	Joy		Moreno	joy7@adventure-works.com	260-555-0137	7405 Dolores Way		Concord	CA	US	M	F	80000	5	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	60
AW00019231	2007-12-30	Meghan	R	Gill	meghan13@adventure-works.com	824-555-0156	9769 Thistle Circle		Colma	CA	US	M	F	80000	5	0	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	60
AW00019232	2007-11-29	Candice		Chow	candice10@adventure-works.com	427-555-0160	1133 Leisure Lane		Burnaby	BC	CA	S	F	60000	4	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	59
AW00019233	2007-10-11	Omar	L	Andersen	omar33@adventure-works.com	201-555-0147	5578 Barbie Dr		Burlingame	CA	US	M	M	60000	4	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	59
AW00019234	2008-06-13	Micah		Zheng	micah7@adventure-works.com	131-555-0198	8526 El Mundo Dr.		Beverly Hills	CA	US	S	M	40000	4	4	High School	Skilled Manual	0	2	0-1 Miles	North America	46
AW00019235	2008-04-16	Kayla		Bennett	kayla25@adventure-works.com	116-555-0117	1610 Ashwood Dr.		Colma	CA	US	M	F	50000	0	0	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	46
AW00019236	2008-06-21	Chloe	K	Phillips	chloe3@adventure-works.com	128-555-0134	3464 Cook Park		Bellingham	WA	US	M	F	50000	0	0	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	46
AW00019237	2008-06-03	Kristy	M	Gomez	kristy1@adventure-works.com	635-555-0158	9200 Pecan Street		Bremerton	WA	US	M	F	40000	0	0	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	45
AW00019238	2007-11-14	Isabella		West	isabella7@adventure-works.com	933-555-0122	9431 College Blvd		Puyallup	WA	US	M	F	40000	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	45
AW00019239	2008-06-22	Jeremy	D	Alexander	jeremy31@adventure-works.com	697-555-0178	6288 Melody Dr.		Redmond	WA	US	M	M	40000	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	45
AW00019240	2007-07-25	Theresa	W	Jimenez	theresa2@adventure-works.com	175-555-0135	6057 Hill Street		Bellflower	CA	US	M	F	40000	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	45
AW00019241	2007-08-19	Diane	A	Dominguez	diane17@adventure-works.com	103-555-0142	8125 Westbury Drive		Beverly Hills	CA	US	M	F	40000	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	45
AW00019242	2007-10-30	Devin	R	Baker	devin30@adventure-works.com	117-555-0187	1287 Youngsdale Drive		Concord	CA	US	M	M	40000	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	45
AW00019243	2007-12-06	James	K	Thomas	james83@adventure-works.com	620-555-0118	3623 Buskirk Avenue		San Carlos	CA	US	M	M	40000	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	45
AW00019244	2007-11-03	Sebastian		Ward	sebastian4@adventure-works.com	165-555-0113	3717 Greenway Drive		San Francisco	CA	US	M	M	40000	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	45
AW00019245	2008-01-07	Isaiah	P	King	isaiah43@adventure-works.com	889-555-0145	225 Piedmont		Newport Beach	CA	US	M	M	60000	1	0	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	47
AW00019246	2008-01-11	Carlos	E	Campbell	carlos34@adventure-works.com	563-555-0146	7022 Muth Dr.		Issaquah	WA	US	M	M	60000	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	47
AW00019247	2007-08-17	Michele	L	Martinez	michele31@adventure-works.com	1 (11) 500 555-0198	1955 Sequoia Drive		Milton Keynes	ENG	GB	M	F	10000	1	0	Graduate Degree	Manual	1	0	0-1 Miles	Europe	50
AW00019248	2008-02-01	Sheena	C	Black	sheena19@adventure-works.com	1 (11) 500 555-0158	Unter Linden 34		Frankfurt	HE	DE	M	F	10000	1	0	Graduate Degree	Manual	1	0	0-1 Miles	Europe	56
AW00019249	2008-03-01	Chad	J	Andersen	chad15@adventure-works.com	1 (11) 500 555-0138	Am Grossen Dern 8249		Grevenbroich	BY	DE	M	M	10000	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	56
AW00019250	2008-02-04	Lacey	T	Wu	lacey19@adventure-works.com	1 (11) 500 555-0165	Pascalstr 66		Berlin	SL	DE	M	F	10000	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	57
AW00019251	2008-02-07	Brett		Sai	brett5@adventure-works.com	1 (11) 500 555-0118	Hunzinger Allee 555		Bonn	HH	DE	M	M	20000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	57
AW00019252	2007-10-01	Jasmine	S	Brooks	jasmine38@adventure-works.com	1 (11) 500 555-0129	11, rue du Puits Dixme		Paris	75	FR	M	F	10000	2	0	Partial College	Manual	1	0	1-2 Miles	Europe	62
AW00019253	2006-08-15	Gabrielle	J	Ross	gabrielle26@adventure-works.com	1 (11) 500 555-0123	9137 San Remo Ct.		Warrington	ENG	GB	S	F	20000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	62
AW00019254	2007-04-13	Anibal		Sousa	anibal1@adventure-works.com	283-555-0100	Essener Straße 18		Bottrop	NW	DE	S	M	20000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	62
AW00019255	2006-09-01	Terrance		Sara	terrance7@adventure-works.com	1 (11) 500 555-0185	61, rue Surcouf		Saint Ouen	80	FR	S	M	10000	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	63
AW00019256	2006-09-14	Abigail	A	Griffin	abigail46@adventure-works.com	1 (11) 500 555-0191	93, impasse Ste-Madeleine		Paris	75	FR	M	F	20000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	63
AW00019257	2007-04-30	Dana		Jiménez	dana21@adventure-works.com	1 (11) 500 555-0154	Kalkweg 4455		Münster	SL	DE	M	F	10000	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	64
AW00019258	2006-08-25	Douglas		Mehta	douglas18@adventure-works.com	1 (11) 500 555-0113	8696 Whitehaven Dr		London	ENG	GB	M	M	10000	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	64
AW00019259	2007-10-25	Barbara		Lin	barbara17@adventure-works.com	1 (11) 500 555-0182	Essener Straße 820		Hamburg	HE	DE	M	F	20000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	81
AW00019260	2006-08-20	Latoya		Sharma	latoya8@adventure-works.com	1 (11) 500 555-0114	4290 Wellington Avenue		Billericay	ENG	GB	S	F	20000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	79
AW00019261	2008-03-14	Heather	M	Wu	heather6@adventure-works.com	1 (11) 500 555-0191	5024 Euclid Avenue		Warrington	ENG	GB	M	F	20000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	78
AW00019262	2007-08-16	Kari	T	Sanchez	kari20@adventure-works.com	1 (11) 500 555-0158	3388 C Del Rio Circle		Bury	ENG	GB	M	F	30000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	75
AW00019263	2006-09-11	Nina	D	Chande	nina15@adventure-works.com	1 (11) 500 555-0184	1531 Birchwood		London	ENG	GB	M	F	30000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	76
AW00019264	2006-02-11	Kristopher	C	Gonzalez	kristopher17@adventure-works.com	1 (11) 500 555-0131	9574 Bancroft Road		Sunbury	VIC	AU	S	M	10000	0	0	Partial College	Manual	0	1	0-1 Miles	Pacific	38
AW00019265	2008-05-28	Dale		Raji	dale19@adventure-works.com	1 (11) 500 555-0117	1315 Union St		Brisbane	QLD	AU	M	M	10000	0	0	Partial College	Manual	0	1	0-1 Miles	Pacific	39
AW00019266	2007-11-26	Grant	M	Xu	grant7@adventure-works.com	1 (11) 500 555-0114	8643 B Way		Warrnambool	VIC	AU	M	M	10000	0	0	Partial College	Manual	0	1	0-1 Miles	Pacific	39
AW00019267	2008-06-17	Marshall	J	Raje	marshall34@adventure-works.com	1 (11) 500 555-0146	3101 South Villa Way		Caloundra	QLD	AU	M	M	10000	0	0	Partial College	Manual	1	1	2-5 Miles	Pacific	39
AW00019268	2008-07-18	Alyssa	M	Ward	alyssa39@adventure-works.com	1 (11) 500 555-0196	5312 Riverwood Circle		Gold Coast	QLD	AU	M	F	10000	0	0	Partial College	Manual	0	1	0-1 Miles	Pacific	40
AW00019269	2006-02-04	Kathleen	J	Navarro	kathleen12@adventure-works.com	1 (11) 500 555-0179	1704 El Pueblo Pl		Warrnambool	VIC	AU	S	F	10000	0	0	High School	Manual	0	2	0-1 Miles	Pacific	41
AW00019270	2006-02-04	Shawn		Shen	shawn4@adventure-works.com	1 (11) 500 555-0173	7648 S. Bascom Ave.		Perth	SA	AU	M	M	20000	0	0	Bachelors	Clerical	1	0	0-1 Miles	Pacific	38
AW00019271	2006-02-03	Kristopher	O	Fernandez	kristopher14@adventure-works.com	1 (11) 500 555-0162	8267 Lavene Way		Port Macquarie	NSW	AU	M	M	20000	0	0	Bachelors	Clerical	1	0	0-1 Miles	Pacific	40
AW00019272	2007-12-31	Shaun	N	Andersen	shaun14@adventure-works.com	1 (11) 500 555-0126	811, rue Basse-du-Rocher		Saint Ouen	17	FR	M	M	20000	1	0	Partial College	Manual	1	0	0-1 Miles	Europe	75
AW00019273	2008-01-30	Natalie		Henderson	natalie27@adventure-works.com	1 (11) 500 555-0112	2128, place du Tertre		Saint-Denis	93	FR	M	F	20000	2	0	Partial College	Manual	1	0	0-1 Miles	Europe	75
AW00019274	2007-04-05	Karen	E	Yang	karen14@adventure-works.com	1 (11) 500 555-0199	Galeriestr 123		Mühlheim	HH	DE	M	F	20000	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	75
AW00019275	2007-09-27	Gregory	J	Rai	gregory21@adventure-works.com	1 (11) 500 555-0112	Midi-Couleurs		Orleans	45	FR	M	M	20000	1	1	Partial College	Manual	1	0	1-2 Miles	Europe	56
AW00019276	2006-10-23	Ruben	A	Sai	ruben6@adventure-works.com	1 (11) 500 555-0137	69, avenue du Port		Paris La Defense	92	FR	S	M	20000	1	1	Partial College	Manual	0	0	0-1 Miles	Europe	57
AW00019277	2007-08-14	Billy	L	Jiménez	billy7@adventure-works.com	1 (11) 500 555-0130	8734, cours Mirabeau		Chatou	78	FR	M	M	10000	1	1	High School	Manual	1	1	2-5 Miles	Europe	58
AW00019278	2006-09-09	Willie		Sun	willie11@adventure-works.com	1 (11) 500 555-0149	551 Thors Bay Road		Gateshead	ENG	GB	S	M	20000	1	1	Partial College	Manual	0	0	0-1 Miles	Europe	58
AW00019279	2008-03-07	Omar	R	Xu	omar25@adventure-works.com	1 (11) 500 555-0177	1780 Abbey Court		London	ENG	GB	S	M	20000	1	1	Partial College	Manual	0	0	1-2 Miles	Europe	58
AW00019280	2006-11-11	Darrell		Andersen	darrell2@adventure-works.com	1 (11) 500 555-0111	9135, rue Malar		Paris	75	FR	M	M	20000	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	60
AW00019281	2008-03-03	Mallory	A	Carlson	mallory5@adventure-works.com	1 (11) 500 555-0120	54, avenue de Malakoff		Saint Ouen	41	FR	S	F	20000	2	0	Partial College	Manual	1	1	2-5 Miles	Europe	60
AW00019282	2006-11-27	Hailey	T	Wood	hailey23@adventure-works.com	1 (11) 500 555-0153	3, allée des Princes		Villeneuve-d'Ascq	59	FR	M	F	30000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	60
AW00019283	2007-04-26	Adrian		Sanders	adrian4@adventure-works.com	1 (11) 500 555-0139	Knaackstr 659	Verkaufsabteilung	Erlangen	BY	DE	M	M	30000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	60
AW00019284	2007-04-25	Briana	A	Romero	briana9@adventure-works.com	1 (11) 500 555-0134	Zimmerstr 242		Leipzig	NW	DE	M	F	30000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	60
AW00019285	2007-05-08	Jacqueline	H	Howard	jacqueline35@adventure-works.com	1 (11) 500 555-0144	Altendorfer Straße 2		Kassel	HE	DE	M	F	30000	3	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	58
AW00019286	2007-05-17	Kaitlyn	O	Butler	kaitlyn81@adventure-works.com	1 (11) 500 555-0164	Hunzinger Allee 292		Kassel	HE	DE	M	F	30000	3	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	58
AW00019287	2006-11-27	Shane	M	Chandra	shane6@adventure-works.com	1 (11) 500 555-0172	8, rue Pierre-Demoulin		Paris	75	FR	M	M	30000	3	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	59
